feed_timestamp,entity_id,cause,effect,header_text,description_text
1769004918,685490,1,8,"On the weekends of Jan 3rd-4th, 17th-18th and 31st-Feb.1st, local and express shuttle buses replace regular weekend train service on the Newburyport/Rockport Line between North Station and Swampscott to allow for signal improvement work.","-A diversion schedule will be in effect. 

-An express shuttle will operate nonstop between North Station and Swampscott. 

-A local shuttle will operate between North Station and Swampscott, making all local stops.

-Riders using the shuttle buses should budget extra travel time. For example, a rider traveling to North Station from Swampscott should budget up to 40 minutes additional travel on the express shuttle and up to 70 minutes additional travel on the local shuttle.

Shuttle bus pick-up/drop-off locations:

NORTH STATION: Nashua St @ Red Auerbach Way

CHELSEA: Inbound, Everett Ave @ Vale St (MBTA Route 112 bus stop). Outbound, Everett Ave @ Maple St (MBTA Route 112 bus stop).

WONDERLAND: Wonderland Blue Line Station Busway (behind Berth E)

LYNN: Lynn Station Busway Berth #1 (MBTA Routes 441 & 442 bus stop)

SWAMPSCOTT: Railroad Ave @ Swampscott Station"
1769004918,685491,1,8,"On the weekends of Jan 3rd-4th, 17th-18th and 31st-Feb.1st, Red & Green Line service will replace regular weekend train service on the Fitchburg Line between North Station and Porter to allow for signal improvement work.","- A diversion schedule will be in effect. 

- Passengers can use the Red Line for travel between Porter and Park St.

- Passengers can use the Green Line for travel between Park St and North Station. 

- Passengers traveling to/from North Station should budget extra travel time. For example, a rider traveling to North Station from Porter should budget at least 20 minutes of travel in addition to their regular trip time."
1769004918,686197,1,8,"On Saturday, January 31 & Sunday, February 1, there will be no Commuter Rail service between Needham Heights and South Station on the Needham Line. Passengers can use MBTA buses, Orange, and Green Line service as alternatives.","-There will be no shuttle bus service alternatives or diversion schedule for this service change.
-Passengers may use Bus Routes 35, 36, and 37 between West Roxbury and Forest Hills for connections to Orange Line subway service between Forest Hills and Back Bay.
-Passengers may use Bus Route 59 between Needham Junction and Newton Highlands for connections to Green Line D branch subway service to Copley, which is less than a quarter mile away (or about a four-minute walk) from Back Bay.
-There will be no service at Hersey.
-Riders using Bus Routes 35, 36, 37, or 59 should budget extra travel time. For example, a rider traveling to South Station from West Roxbury should budget at least 35 minutes of travel in addition to their regular trip time.
-This allows for West Roxbury Parkway Bridge Replacement project, which will replace the bridge that carries the West Roxbury Parkway over the Needham Line."
1769004918,686536,9,11,"Chinatown Elevator 876 (Oak Grove platform to Washington St, Essex St) unavailable due to maintenance","To exit: get off the train at Tufts Medical Center. Go to the Washington St exit. At street level, cross Washington St. Take a Silver Line SL4 (South Station) or SL5 (Downtown) bus to Washington St and Essex St (Chinatown Station). Alternatively, if possible, travel 0.2 miles north on Washington St to Chinatown Station.


To board: go to the Silver Line SL5 bus stop at Washington St and Essex St. Take an SL5 (Downtown) bus to Tufts Medical Center (stay on bus past the Temple Pl stop).
Alternate route: travel 0.2 miles south on Washington St to Tufts Medical Center."
1769004918,686655,1,8,Fare gates at South Station have begun being activated incrementally. Riders will need to tap or scan to exit and enter the track area. Visit MBTA.com/CRGATES for more information.,
1769004918,686658,1,8,Fare gates at South Station have begun being activated incrementally. Riders may need to tap/scan to exit & enter the track area. CharlieCard users: validate cards at South Station vending machine or with conductor.,"-Extra staff will be onsite to assist. 
-Visit MBTA.com/CRGATES for more information.
-Fairmount Line riders paying with a CharlieCard must validate their fare before entering or exiting the fare gates. 
-If your trip begins at South Station, validate your CharlieCard at the fare vending machines near the station's ticket office. You'll then be able to tap your CharlieCard at the gate. 
-If your trip ends at South Station, you'll need to see a conductor onboard or staff on the station platform to get an exit ticket. You'll scan this ticket at a reader to exit the gate. 
-Fairmount Line Zone 1A stations will receive new Fare Vending Machines for CharlieCard validation for Commuter Rail use. "
1769004918,686941,9,11,South Station Escalator 388 (Lobby to CSA area) unavailable from Mon Jan 26 through Fri Feb 13 due to maintenance,
1769004918,687182,9,11,"North Station Escalator 447 (Passageway to Commuter Rail, TD Garden) unavailable due to maintenance",
1769004918,687768,10,9,"Route 1 & Route 70 Notice: From Wednesday Jan 7 through Wednesday Jan 28, buses will not service the following stops: Mass Ave @ Sydney St and Franklin St @ Sidney St, due to construction. Riders can use the temporary stop located at Sidney St @ Green St.","Affected routes:
1
70

Affected stops:
Franklin St @ Sidney St (inbound)
Franklin St @ Sidney St (outbound)
Massachusetts Ave @ Sidney St (inbound)
Massachusetts Ave @ Sidney St (outbound)"
1769004918,687899,9,11,Porter Escalator 510 (Ashmont/Braintree platform to paid lobby) unavailable due to maintenance,
1769004918,688410,9,11,Arlington Elevator 964 (Lobby to Boylston Street) unavailable from Wed Jan 21 through Fri Jan 23 due to maintenance,"A shuttle bus will be available to transport customers between Arlington and Copley. To exit, exit the train at Copley and find station personnel or use a station call box to request the shuttle bus to Arlington. To board, find station personnel or use a station call box at Arlington to request the shuttle bus to Copley."
1769004918,688411,9,11,Malden Center Elevator 944 (Lobby to Commuter Rail platform) unavailable from Tue Jan 20 through Thu Jan 22 due to maintenance,"To exit the Commuter Rail when traveling from North Station, take an Oak Grove-bound Orange Line train to Malden Center and use Malden Center Elevator 945. To exit Commuter Rail when traveling to North Station, exit the train at North Station, then transfer to an Oak Grove-bound Orange Line train to Malden Center and use Malden Center Elevator 945. To board the Commuter Rail, take a Forest Hills-bound Orange Line train to North Station, then transfer to a Haverhill Line train. Please notify station personnel or a train conductor if assistance is required."
1769004918,689080,10,4,"Route 70 is detoured through January 28, due to construction. Connections can be made at Mass Ave @ Pearl St (inbound) and Mass Ave @ Prospect St (outbound).","Affected stops:
Franklin St @ Sidney St (outbound)
Green St @ Pearl St (outbound)
Green St @ Magazine St (outbound)
Western Ave @ Green St (outbound)
Massachusetts Ave @ Sidney St (inbound)
Franklin St @ Sidney St (inbound)"
1769004918,689236,9,11,Orient Heights Escalator 441 (Wonderland platform to pedestrian bridge) unavailable due to maintenance,
1769004918,689255,9,11,North Station Elevator 731 (Passageway to Causeway Street) unavailable on Tue Jan 27 due to maintenance,"To exit, use North Station Elevator 912 located in the lobby to access the corner of Haverhill St and Causeway St. To board, cross Causeway St, and at the corner of Haverhill St and Causeway St, use North Station Elevator 912 to access the lobby."
1769004918,689312,1,6,"The Amtrak infrastructure repairs have been completed and starting Monday, January 19th, regular train service will resume on the Providence/Stoughton Line according to the Fall/Winter schedule.","Schedule available soon at mbta.com/cr.
 
On MLK Day, Monday 1/19, All commuter rail trains will operate on a regular weekday schedule.

Weekday trains that temporarily have an added stop at Readville will no longer stop at Readville.

Outbound weekday trains will now stop at Hyde Park again. Shuttle buses between Hyde Park and Readville will no longer operate.

All outbound weekend Providence Line trains will have their Hyde Park stop restored."
1769004918,689328,10,4,"Route 11 outbound is being detoured on weekdays from 7 AM to 4 PM through Friday, February 27, for construction. Connections are available at W 7th St @ D St and E 8th St @ Dorchester St.","Affected direction: Outbound

Affected stops:
W 7th St @ E St
W 7th St @ F St
W 7th St @ Dorchester St"
1769004918,689473,9,11,Courthouse Escalator 412 (Lobby to mezzanine) unavailable due to maintenance,
1769004918,689482,10,9,"Broadway @ Temple St (outbound) has moved due to construction. The stop is relocated to Grant St, in front of 281 Broadway.","Affected routes:
89
101"
1769004918,689492,1,8,"Hingham/Hull Ferry Dock: Due to sewer main construction activities through Friday, Jan 30, access to the Hull ferry parking lot may be affected by detours or delays. Please allow extra time if you are driving to the ferry parking lot.","Affected ferries:
Hingham/Hull Ferry"
1769004918,690164,9,11,Wonderland Elevator 709 (North Shore Road Busway to pedestrian plaza) unavailable due to maintenance,"To access the pedestrian plaza from the North Shore Rd entrance, enter the lobby and use Wonderland Garage Elevators 701, 702 or 703. Exit the elevator at level 2, turn right and proceed to the pedestrian plaza. To access North Shore Rd from the pedestrian plaza, travel up the ramp to Wonderland garage--level 2 and use Wonderland Elevators 701, 702 or 703. Exit the elevator at ground level, turn right and proceed to the main lobby entrance."
1769004918,690207,3,7,Blue Line: Delays of about 10 minutes due to a signal problem near Beachmont. Trains may stand by at stations.,
1769004918,690213,1,11,North Station Elevator 911 (Oak Grove platform to paid lobby) unavailable,"To exit, exit the train at Community College, then take a Forest Hills-bound train to North Station and use North Station Elevator 910. To board, use North Station Elevator 910 to access the Forest Hills platform, then take a Forest Hills-bound train to Haymarket. At Haymarket, proceed to the end of the platform and use Haymarket Elevator 905 to access the Orange Line underpass, then use Haymarket Elevator 907 to access the Oak Grove platform."
1769004918,690214,3,7,Route 66 is experiencing delays of up to 20 minutes due to disabled bus,
1769004918,690228,3,7,Route 74 is experiencing delays of up to 25 minutes due to disabled bus,
1769004918,690233,1,7,Fitchburg Line Train 410 (7:15 am from Wachusett) is operating 40-50 minutes late between Lincoln and North Station due to a switch issue in the Lincoln area.,"Affected direction: Inbound

Affected stops:
Fitchburg
North Leominster
Shirley
Ayer
Littleton/Route 495
South Acton
West Concord
Concord
Lincoln
Silver Hill
Kendal Green
Brandeis/Roberts
Waltham
Waverley
Belmont
Porter
North Station"
1769004918,690238,2,7,Silver Line - SL3 is experiencing delays of up to 20 minutes due to drawbridge being raised,
1769004918,690240,1,7,New Bedford Line Train 2016 (7:24 am from New Bedford) is operating 5-15 minutes behind schedule between East Taunton and South Station due to a mechanical issue.,"Affected direction: Inbound

Affected stops:
East Taunton
South Station"
1769004918,690241,9,11,Broadway Elevator 867 (Platform to lobby) unavailable due to maintenance,"A shuttle bus will be available to transport customers between Broadway and Andrew. To exit, exit the train at Andrew and find station personnel or use a station call box to request the shuttle bus to Broadway. To board, find station personnel or use a station call box at Broadway to request the shuttle bus to Andrew."
1769004918,690242,1,11,Science Park/West End Elevator 980 (Copley & West platform to lobby) unavailable,Science Park Elevator 980 (street to Copley & West platform) is out of service. Customers desiring elevator service to enter on the Copley & West side must use the Lechmere & North elevator and utilize service to Lechmere for Copley & West service. Customers desiring to exit on the Copley & West side must continue to North Station and transfer to Lechmere & North service back to Science Park.
1769004918,690245,9,11,Sullivan Square Elevator 840 (Center platform to lobby) unavailable on Thu Jan 29 due to maintenance,"To exit when traveling on a Forest Hills-bound train, exit onto the center platform and wait for an Oak Grove train to arrive. When the train arrives, cross through the train over to the opposite platform and use Sullivan Elevator 881. To exit the train when traveling on an Oak Grove-bound train, exit the right side of the train onto the Oak Grove platform and use Sullivan Elevator 881. To board a Forest Hills-bound train, use Sullivan Elevator 881 to access the Oak Grove platform, then wait for an Oak Grove-bound train to arrive. When the train arrives, cross through the train over to the center platform."
1769004918,690246,1,7,Worcester Line Train 521 (7:57 am from South Station) is operating 5-15 minutes late between South Station and Worcester.,Affected direction: Outbound
1769004918,690247,9,11,Jackson Square Elevator 846 (Platform to paid lobby) unavailable from Tue Feb 3 through Thu Feb 5 due to maintenance,"A shuttle bus will be available to transport customers between Jackson Square and Stony Brook. To exit, exit the train at Stony Brook and find station personnel or use a station call box to request the shuttle bus to Jackson Square. To board, find station personnel or use a station call box at Jackson Square to request the shuttle bus to Stony Brook. Alternatively, customers may also use Bus Route 22 for transportation between Jackson Square and Roxbury Crossing."
1769004918,690249,9,11,"North Station Escalator 392 (Forest Hills, Copley & West platform to Causeway Street lobby) unavailable on Mon Jan 26 due to maintenance",
1769004918,690250,9,11,Tufts Medical Center Escalator 146 (Oak Grove platform to Washington Street lobby) unavailable from Mon Feb 2 through Fri Feb 13 due to maintenance,
1769004918,690251,9,11,Tufts Medical Center Escalator 147 (Forest Hills platform to Washington Street lobby) unavailable from Mon Feb 16 through Fri Feb 27 due to maintenance,
1769004918,690252,1,7,Fitchburg Line Train 407 (7:30 am from North Station) is operating 20-30 minutes behind schedule between West Concord and Wachusett due to a switch issue in the Lincoln area.,Affected direction: Outbound
1769004918,690254,2,7,CT2 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690257,1,8,Fitchburg Line Train 414 (8:20 am from Wachusett) will originate at Littleton/Route 495 today due to a switch issue in the Lincoln area. Passengers between Wachusett and Littleton may consider Train 416 (9:25 am from Wachusett).,Affected direction: Inbound
1769004918,690260,2,7,Route 73 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690261,2,7,Route 78 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690262,2,7,Route 70 is experiencing delays of up to 25 minutes due to traffic,
1769004918,690263,2,7,Route 93 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690264,2,7,Route 112 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690266,2,7,Route 65 is experiencing delays of up to 25 minutes due to traffic,
1769004918,690267,1,11,"Chinatown Elevator 922 (Forest Hills platform to Boylston St, Washington St) unavailable","To exit, exit the train at Tufts Mediical Center, then take an Oak Grove-bound train to Chinatown and use Chinatown Elevator 876. To board, proceed to the Silver Line SL5 bus stop at Washington St and Essex St, and take an SL5 (Downtown) bus to Tufts Medical Center (stay on bus past the Temple Pl stop). Alternatively, if possible, travel 0.2 miles south on Washington St to Tufts Medical Center."
1769004918,690268,1,7,Providence Line Train 824 (8:08 am from Providence) is operating 20-30 minutes behind schedule between Attleboro and South Station due to a switch issue in the Mansfield area.,"Affected direction: Inbound

Affected stops:
Attleboro
South Station"
1769004918,690269,1,7,Framingham Line Train 1522 (8:15 am from Framingham) is operating 5-15 minutes behind schedule between West Newton and South Station due to a mechanical issue.,"Affected direction: Inbound

Affected stops:
West Newton
Newtonville
Boston Landing
Lansdowne
Back Bay
South Station"
1769004918,690270,1,7,Fitchburg Line Train 416 (9:25 am from Wachusett) is expected to depart Wachusett 5-15 minutes behind schedule due to an earlier switch issue in the Lincoln area.,Affected direction: Inbound
1769004918,690271,2,7,Route 44 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690272,2,7,CT3 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690273,2,7,Route 501 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690274,2,7,Route 504 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690275,2,7,Route 505 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690276,1,7,Please board Lowell Line Train 328 (9:22 am from Lowell) on the outbound platform (Track 1) at North Billerica and Wilmington today.,"Affected direction: Inbound

Affected stops:
North Billerica
Wilmington"
1769004918,690277,2,7,Route 71 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690278,2,7,Route 75 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690279,2,7,Route 77 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690280,2,7,Route 78 is experiencing delays of up to 20 minutes due to traffic,
1769004918,690281,1,7,Please board all Framingham/Worcester Line trains on the inbound platform (Track 5) at Lansdowne and Back Bay until further notice today.,"Affected stops:
Back Bay
Lansdowne"
